Date(NZST),WindDir(DegT),Speed(m/s),WindDir StdDev,WindSpd StdDev
20131021,52,0.5,70,0.2
20131022,31,3.6,28,1.3
20131023,237,0.5,93,0.3
20131024,43,4.8,25,1.4
20131025,25,4.9,31,1.8
20131026,9,1,57,0.6
20131027,33,1.2,66,0.6
20131028,316,0.9,82,0.5
20131029,329,1.1,62,0.4
20131030,32,1,67,0.6
20131031,36,4,29,1.3
20131101,60,1.7,60,1
20131102,19,0.7,28,0.4
20131103,15,1.1,81,0.7
20131104,335,1.2,63,0.7
20131105,105,2.5,18,0.6
20131106,64,1.4,57,0.5
20131107,103,2,33,0.8
20131108,201,0.8,81,0.4
20131109,30,1.7,32,0.7
20131110,244,1.1,67,0.5
20131111,11,0.7,77,0.4
20131112,181,2,50,0.6
20131113,63,0.8,24,0.4
20131114,116,2.1,12,0.5
20131115,246,1.1,32,0.4
20131116,120,0.8,36,0.4
20131117,345,1,14,0.4
20131118,211,0.8,16,0.3
20131119,298,0.6,2,0.4
20131120,304,1.6,27,0.6
20131121,310,0.9,10,0.4
20131122,329,1.6,43,0.6
20131123,98,0.7,47,0.4
20131124,330,0.9,19,0.4
20131125,154,1.1,64,0.9
20131126,139,3.2,15,0.7
20131127,180,0.7,21,0.4
20131128,196,1.4,20,0.7
20131129,44,0.9,93,0.5
20131130,166,1.5,30,0.7
20131201,335,1.1,63,0.5
20131202,311,1.2,7,0.4
20131203,301,1.5,15,0.4
20131204,264,1,45,0.4
20131205,111,0.7,78,0.5
20131206,109,1.4,18,0.4
20131207,22,3.6,26,1.3
20131208,46,4.6,19,1.4
20131209,12,1.4,26,0.8
20131210,310,1,13,0.6
20131211,45,1.1,38,0.5
20131212,78,1.6,60,0.6
20131213,30,2.2,25,0.9
20131214,85,0.7,30,0.3
20131215,128,1.2,20,0.5
20131216,314,1.7,26,0.7
20131217,340,1,63,0.5
20131218,308,1.4,50,0.7
20131219,176,2,21,0.7
20131220,139,1,59,0.4
20131221,325,1.1,46,0.6
20131222,144,2.4,23,0.8
20131223,300,1.6,17,0.5
20131224,14,1.8,38,0.8
20131225,319,0.7,19,0.3
20131226,121,0.8,41,0.4
20131227,108,1.6,15,0.6
20131228,113,1.5,44,0.5
20131229,95,0.8,0,0.3
20131230,317,0.5,64,0.3
20131231,61,1.4,51,0.5
20140101,349,2.4,64,1.4
20140102,65,0.6,0,0.3
20140103,18,4.4,34,2.2
20140104,60,0.4,2,0.4
20140105,265,1,64,0.6
20140106,348,0.7,59,0.6
20140107,16,1.8,26,0.7
20140108,295,0.9,26,0.5
20140109,94,2,14,0.6
20140110,345,0.9,26,0.5
20140111,233,0.8,2,0.4
20140112,350,1.6,23,0.6
20140113,307,1.1,62,0.5
20140114,268,0.4,0,0.4
20140115,307,1.3,9,0.4
20140116,324,1.1,10,0.4
20140117,284,0.7,4,0.4
20140118,331,1.1,47,0.4
20140119,71,0.9,44,0.5
20140120,22,2.6,25,0.9
20140121,308,0.8,0,0.3
20140122,344,1.7,24,0.7
20140123,80,1,88,0.6
20140124,147,1.5,31,0.5
20140125,330,0.8,39,0.4
20140126,40,3.4,23,1.1
20140127,331,0.7,9,0.3
20140128,121,1.2,19,0.5
20140129,143,0.5,0,0.4
20140130,170,1.7,25,0.8
20140131,305,1.2,27,0.5
20140201,193,0.9,27,0.5
20140202,71,0.7,68,0.5
20140203,212,0.7,1,0.3
20140204,228,1,17,0.5
20140205,150,1.1,61,0.8
20140206,118,1,9,0.4
20140207,98,1.2,38,0.7
20140208,325,0.7,65,0.6
20140209,115,1.3,52,0.7
20140210,122,0.7,4,0.4
20140211,292,0.7,1,0.4
20140212,177,1.3,23,0.5
20140213,128,0.7,43,0.5
20140214,248,0.2,0,0.2
20140215,98,0.8,13,0.4
20140216,100,1.1,44,0.6
20140217,265,0.7,0,0.3
20140218,33,3.6,23,1.3
20140219,110,0.8,0,0.3
20140220,97,0.7,11,0.4
20140221,100,0.5,24,0.4
20140222,174,2.5,22,1.3
20140223,160,3.5,22,1.4
20140224,2,0.9,26,0.4
20140225,329,0.4,0,0.4
20140226,131,0.4,0,0.3
20140227,108,0.7,34,0.3
20140228,1,1.8,26,0.7
20140301,337,0.6,26,0.4
20140302,32,0.6,49,0.4
20140303,140,1.4,28,0.6
20140304,103,0.5,9,0.4
20140305,120,2.9,21,1
20140306,105,0.7,21,0.5
20140307,79,0.5,1,0.3
20140308,101,0.8,24,0.4
20140309,229,0.8,25,0.5
20140310,271,0.4,0,0.2
20140311,180,0.5,0,0.3
20140312,219,0.7,18,0.4
20140313,108,0.8,1,0.3
20140314,355,0.8,68,0.5
20140315,118,1.2,16,0.8
20140316,150,1.8,33,0.7
20140317,110,1.1,57,0.4
20140318,360,1,30,0.5
20140319,124,2.1,23,0.8
20140320,114,0.3,0,0.3
20140321,106,0.4,0,0.3
20140322,152,0.5,0,0.4
20140323,116,2,12,0.6
20140324,292,0.4,0,0.3
20140325,80,0.8,5,0.4
20140326,292,0.7,41,0.4
20140327,290,0.6,0,0.4
20140328,234,0.5,49,0.3
20140329,201,0.5,11,0.3
20140330,127,0.8,0,0.4
20140331,89,0.3,0,0.3
20140401,90,0.4,0,0.3
20140402,12,0.5,0,0.3
20140403,100,0.6,3,0.4
20140404,311,0.3,0,0.2
20140405,113,1.5,9,0.4
20140406,22,0.8,39,0.4
20140407,289,1.1,10,0.5
20140408,212,1.9,30,0.8
20140409,96,0.4,0,0.2
20140410,122,1,16,0.6
20140411,180,1.3,53,0.6
20140412,107,0.5,0,0.2
20140413,200,1.3,18,0.6
20140414,104,0.6,1,0.3
20140415,46,0.3,0,0.2
20140416,50,1.1,28,0.5
20140417,188,2.4,49,1.2
20140418,66,1.1,89,0.6
20140419,265,0.8,36,0.4
20140420,13,1.2,29,0.8
20140421,43,0.5,11,0.4
20140422,328,0.9,3,0.4
20140423,307,0.9,0,0.3
20140424,308,0.8,0,0.3
20140425,8,2.2,28,1.3
20140426,82,0.4,0,0.3
20140427,314,0.8,2,0.5
20140428,16,1.6,47,0.9
20140429,102,1.8,42,0.8
20140430,241,0.5,0,0.3
20140501,296,0.5,48,0.3
20140502,120,0.8,20,0.5
20140503,18,1.2,23,0.4
20140504,110,3.5,15,0.9
20140505,67,2.8,13,0.7
20140506,71,1.7,32,1
20140507,46,0.9,82,0.6
20140508,91,1.6,14,0.9
20140509,322,0.5,0,0.3
20140510,343,0.6,0,0.3
20140511,112,2.1,9,0.5
20140512,341,0.7,17,0.4
20140513,24,0.4,0,0.3
20140514,130,1.2,10,0.5
20140515,135,1.3,54,0.7
20140516,25,0.7,0,0.3
20140517,297,0.4,0,0.3
20140518,261,0.8,28,0.3
20140519,281,0.4,0,0.4
20140520,317,0.5,0,0.4
20140521,45,0.7,15,0.4
20140522,11,0.6,35,0.4
20140523,120,1.7,21,0.5
20140524,31,4.1,19,1.4
20140525,358,0.8,28,0.4
20140526,1,1,49,0.6
20140527,24,0.7,40,0.3
20140528,143,0.4,0,0.3
20140529,344,1.5,48,1.1
20140530,143,1.4,38,0.6
20140531,116,2.8,15,0.7
20140601,115,2.9,11,0.6
20140602,111,1.5,9,0.5
20140603,345,0.7,5,0.3
20140604,332,0.4,0,0.3
20140605,275,0.3,0,0.3
20140606,114,0.4,0,0.3
20140607,346,0.7,56,0.4
20140608,332,0.4,0,0.4
20140609,149,1.7,32,0.8
20140610,128,0.4,0,0.3
20140611,184,2,30,0.8
20140612,131,2.5,14,0.5
20140613,60,0.3,0,0.3
20140614,121,0.5,0,0.5
20140615,127,0.6,0,0.4
20140616,299,0.9,0,0.5
20140617,311,0.8,9,0.4
20140618,102,0.7,5,0.4
20140619,145,0.9,26,0.5
20140620,22,0.5,40,0.4
20140621,310,0.9,2,0.4
20140622,146,1.1,28,0.5
20140623,324,0.6,0,0.3
20140624,14,0.6,20,0.3
20140625,29,5.4,21,1.7
20140626,112,0.6,1,0.4
20140627,69,1.1,32,0.7
20140628,108,0.4,0,0.3
20140629,56,0.7,0,0.3
20140630,303,0.9,15,0.4
20140701,202,0.5,3,0.5
20140702,321,0.3,0,0.3
20140703,242,0.7,0,0.3
20140704,231,1.2,1,0.6
20140705,177,1.9,40,1.1
20140706,101,1.6,15,0.7
20140707,349,0.6,0,0.3
20140708,332,0.7,1,0.4
20140709,259,0.5,0,0.3
20140710,135,0.3,0,0.3
20140711,105,0.2,0,0.2
20140712,93,0.4,9,0.4
20140713,104,0.4,0,0.3
20140714,114,0.4,0,0.3
20140715,121,0.9,34,0.5
20140716,219,0.5,1,0.3
20140717,110,2.7,21,1.1
20140718,285,0.2,0,0.2
20140719,108,0.5,0,0.3
20140720,126,0.3,0,0.2
20140721,288,0.4,0,0.4
20140722,166,0.3,0,0.3
20140723,134,0.3,0,0.3
20140724,262,0.6,1,0.4
20140725,297,0.6,0,0.3
20140726,95,0.4,0,0.3
20140727,115,3,10,0.5
20140728,269,0.3,0,0.3
20140729,350,1.4,32,0.8
20140730,82,0.7,7,0.4
20140731,108,1.7,11,0.5
20140801,19,3.3,25,1.3
20140802,46,4.8,20,1.4
20140803,81,0.9,63,0.5
20140804,90,0.6,0,0.3
20140805,142,0.8,18,0.6
20140806,186,2.4,52,1.4
20140807,15,4.2,27,1.6
20140808,149,3.3,23,1
20140809,342,0.8,9,0.4
20140810,96,0.1,0,0.2
20140811,29,5.4,22,1.9
20140812,110,1.7,12,0.5
20140813,113,1.9,16,0.6
20140814,346,0.9,4,0.4
20140815,337,0.5,0,0.3
20140816,338,0.7,0,0.4
20140817,321,0.5,0,0.3
20140818,97,0.6,38,0.3
20140819,83,1.8,51,0.7
20140820,142,0.4,0,0.3
20140821,112,0.7,0,0.3
20140822,214,0.4,0,0.4
20140823,320,0.4,0,0.3
20140824,277,0.3,0,0.3
20140825,114,2.6,14,0.7
20140826,111,2.5,11,0.6
20140827,106,2.9,11,0.7
20140828,55,0.9,25,0.4
20140829,19,0.6,1,0.4
20140830,68,0.5,0,0.3
20140831,58,0.5,39,0.4
20140901,181,0.3,0,0.2
20140902,114,0.6,19,0.3
20140903,132,0.4,0,0.2
20140904,337,0.7,45,0.4
20140905,115,0.7,1,0.3
20140906,164,0.8,47,0.3
20140907,127,0.5,0,0.4
20140908,299,1.1,21,0.8
20140909,312,0.5,0,0.3
20140910,321,0.9,4,0.4
20140911,360,0.5,38,0.4
20140912,34,2.5,20,1.1
20140913,25,0.8,62,0.5
20140914,108,0.8,4,0.7
20140915,338,1.3,48,0.5
20140916,24,1.8,29,1.3
20140917,338,0.9,3,0.3
20140918,62,1.3,50,0.6
20140919,30,3.7,22,1.3
20140920,182,0.8,55,0.4
20140921,345,1.2,26,0.5
20140922,123,2,45,0.8
20140923,360,0.8,28,0.5
20140924,287,1.1,33,0.9
20140925,311,0.5,0,0.3
20140926,109,0.9,15,0.5
20140927,329,1.2,22,0.6
20140928,183,2.1,30,0.9
20140929,84,0.7,0,0.3
20140930,96,0.9,41,0.6
20141001,154,0.4,0,0.4
20141002,335,1.2,38,0.5
20141003,18,1.3,88,0.6
20141004,74,0.8,79,0.5
20141005,318,0.9,0,0.3
20141006,114,1.3,96,0.6
20141007,348,0.9,18,0.4
20141008,106,1.7,74,1
20141009,352,0.5,1,0.3
20141010,63,0.7,52,0.4
20141011,64,0.8,75,0.4
20141012,287,0.8,0,0.4
20141013,219,0.8,39,0.5
20141014,7,0.6,22,0.4
20141015,57,0.8,59,0.3
20141016,74,0.7,28,0.4
20141017,39,4.2,22,1.3
20141018,301,0.7,14,0.5
20141019,166,0.6,0,0.3
20141020,273,0.5,0,0.4
20141021,93,1,12,0.5
20141022,118,2.5,13,0.7
20141023,200,0.8,36,0.4
20141024,238,0.7,56,0.4
20141025,328,1.5,11,0.5
20141026,327,1,35,0.5
20141027,219,0.8,17,0.4
20141028,186,1.3,64,0.6
20141029,22,4.3,30,1.6
20141030,309,1.4,9,0.3
20141031,339,0.9,71,0.5
20141101,303,0.9,19,0.4
20141102,333,1.7,29,1.3
20141103,29,2.2,25,0.9
20141104,214,0.8,47,0.4
20141105,153,1.9,38,0.6
20141106,127,0.5,2,0.3
20141107,316,0.9,9,0.4
20141108,301,0.7,4,0.4
20141109,305,1.3,15,0.4
20141110,260,1,27,0.4
20141111,13,2.8,31,1.2
20141112,17,1.8,24,0.7
20141113,68,1.2,64,0.5
20141114,309,0.8,6,0.4
20141115,270,1.2,59,0.8
20141116,348,0.9,27,0.4
20141117,199,0.8,66,0.5
20141118,82,1.7,69,0.9
20141119,159,1.4,60,0.7
20141120,286,0.9,60,0.5
20141121,293,0.6,1,0.4
20141122,24,2.9,30,1.4
20141123,325,1.4,17,0.5
20141124,33,1.1,39,0.5
20141125,318,1.1,34,0.7
20141126,95,1.2,32,0.5
20141127,27,2.3,26,0.9
20141128,324,0.6,16,0.4
20141129,331,1.5,18,0.5
20141130,143,1.6,25,0.7
20141201,332,0.9,2,0.4
20141202,321,1.3,13,0.4
20141203,8,0.9,32,0.4
20141204,331,1.3,23,0.5
20141205,336,1,18,0.3
20141206,334,0.9,15,0.4
20141207,290,0.8,11,0.6
20141208,26,2.9,24,1
20141209,322,0.7,8,0.4
20141210,90,1,57,0.4
20141211,116,1.1,9,0.5
20141212,234,1.4,28,0.5
20141213,198,1.7,33,0.6
20141214,194,1.3,20,0.5
20141215,34,1.2,45,0.5
20141216,339,0.9,41,0.4
20141217,297,0.9,59,0.4
20141218,207,1.3,23,0.5
20141219,47,2.9,19,0.9
20141220,26,3.6,25,1.3
20141221,288,0.6,36,0.3
20141222,222,1.4,34,0.6
20141223,11,1.3,45,0.6
20141224,314,0.8,22,0.4
20141225,112,1.7,12,0.8
20141226,98,0.6,1,0.2
20141227,309,1,17,0.5
20141228,16,1.8,32,1
20141229,92,0.8,28,0.4
20141230,40,2.1,20,0.7
20141231,357,3.6,36,1.7
20150101,308,0.9,37,0.5
20150102,98,1.2,7,0.6
20150103,314,1.2,24,0.5
20150104,230,1,22,0.5
20150105,100,1.5,19,0.6
20150106,303,0.6,4,0.4
20150107,138,2.5,23,0.8
20150108,273,0.7,26,0.4
20150109,324,0.8,26,0.4
20150110,124,1.2,18,0.7
20150111,296,0.5,1,0.3
20150112,106,0.7,47,0.3
20150113,198,1.4,19,0.5
20150114,239,0.9,13,0.4
20150115,295,0.8,8,0.4
20150116,329,1.1,17,0.5
20150117,240,0.9,12,0.5
20150118,346,1.6,32,0.8
20150119,355,0.9,70,0.3
20150120,221,0.6,72,0.3
20150121,102,1.6,16,0.4
20150122,76,1,31,0.5
20150123,95,0.4,25,0.3
20150124,118,1.6,14,0.4
20150125,29,0.7,43,0.4
20150126,162,0.6,96,0.3
20150127,56,1.5,45,0.8
20150128,274,0.4,7,0.4
20150129,44,0.6,37,0.4
20150130,113,1,92,0.4
20150131,179,0.5,30,0.4
20150201,336,0.9,22,0.3
20150202,348,1.5,18,0.6
20150203,166,2.2,19,0.9
20150204,284,0.9,28,0.6
20150205,339,1,64,0.6
20150206,82,1,74,0.5
20150207,355,0.7,33,0.3
20150208,237,0.6,1,0.3
20150209,6,1.7,25,0.6
20150210,78,0.8,21,0.6
20150211,102,0.6,8,0.4
20150212,89,1.1,32,0.4
20150213,98,2.5,10,0.9
20150214,234,0.6,38,0.3
20150215,114,2.1,11,0.6
20150216,203,0.5,17,0.3
20150217,190,0.7,63,0.3
20150218,115,1.5,13,0.5
20150219,315,0.1,0,0.2
20150220,110,1.4,12,0.8
20150221,331,0.9,16,0.3
20150222,56,1.1,43,0.6
20150223,101,1.1,16,0.4
20150224,102,1.1,22,0.5
20150225,109,1.6,11,0.4
20150226,232,0.4,2,0.4
20150227,116,0.8,38,0.5
20150228,69,1.5,61,0.6
20150301,99,0.5,11,0.3
20150302,115,2.2,12,0.7
20150303,134,0.7,9,0.6
20150304,111,1.4,14,0.6
20150305,100,0.9,9,0.4
20150306,7,3.9,39,2.3
20150307,54,2.4,39,0.9
20150308,319,0.1,0,0.2
20150309,251,0.2,0,0.3
20150310,94,0.7,17,0.3
20150311,113,0.7,21,0.4
20150312,111,0.6,0,0.3
20150313,355,0.8,17,0.4
20150314,102,2.2,11,0.5
20150315,24,1,44,0.4
20150316,131,0.8,0,0.4
20150317,127,1.1,28,0.6
20150318,195,0.6,46,0.4
20150319,128,1.2,18,0.4
20150320,98,0.6,1,0.3
20150321,38,0.9,28,0.3
20150322,251,0.4,0,0.3
20150323,247,0.6,0,0.3
20150324,100,0.6,0,0.5
20150325,101,1.2,42,0.5
20150326,131,0.8,25,0.5
20150327,78,0.5,11,0.3
20150328,126,0.4,0,0.2
20150329,33,0.9,65,0.4
20150330,309,0.6,0,0.3
20150331,104,0.7,22,0.4
20150401,96,1,34,0.5
20150402,55,0.8,75,0.5
20150403,316,0.7,32,0.4
20150404,39,3.5,21,1.3
20150405,354,0.7,62,0.4
20150406,276,0.8,13,0.3
20150407,33,4.1,24,1.5
20150408,56,2.9,17,0.9
20150409,175,1,41,0.5
20150410,142,0.8,48,0.4
20150411,94,0.8,4,0.6
20150412,352,1.4,44,0.6
20150413,150,2.4,33,1.2
20150414,118,1.3,25,0.8
20150415,89,0.3,0,0.3
20150416,285,0.4,0,0.3
20150417,90,0.4,0,0.3
20150418,135,1.7,32,0.6
20150419,116,1.4,5,0.3
20150420,275,0.9,1,0.3
20150421,318,0.7,8,0.4
20150422,106,1.4,15,0.7
20150423,110,0.5,0,0.4
20150424,102,1.1,49,0.5
20150425,358,0.4,6,0.3
20150426,17,3.3,30,1.5
20150427,41,5,24,1.6
20150428,219,1.6,29,0.8
20150429,312,0.8,3,0.5
20150430,138,1.1,31,0.5
20150501,354,0.9,49,0.3
20150502,249,0.2,0,0.2
20150503,328,0.8,4,0.4
20150504,111,2.6,11,0.6
20150505,91,0.7,0,0.3
20150506,29,4.7,26,1.7
20150507,298,1,43,0.5
20150508,126,1.1,6,0.8
20150509,312,0.8,49,0.6
20150510,160,0.2,5,0.3
20150511,66,0.5,10,0.4
20150512,106,1.2,89,0.6
20150513,40,4.5,22,1.4
20150514,155,2.5,28,0.9
20150515,206,1.4,24,0.8
20150516,167,0.5,0,0.4
20150517,339,0.3,13,0.3
20150518,258,0.6,1,0.4
20150519,137,1.4,22,0.8
20150520,298,0.5,50,0.6
20150521,284,1.2,46,0.7
20150522,185,0.5,7,0.3
20150523,123,1.4,24,0.6
20150524,207,0.4,6,0.4
20150525,0,0,2,0.2
20150526,296,0.7,23,0.6
20150527,27,0.5,25,0.4
20150528,324,0.1,0,0.2
20150529,86,0.6,15,0.5
20150530,269,0.3,28,0.4
20150531,115,0.8,13,0.5
20150601,109,0.1,0,0.2
20150602,290,0.6,27,0.5
20150603,65,0.8,73,0.4
20150604,111,2,18,0.7
20150605,159,1.1,30,0.6
20150606,83,2.1,17,0.5
20150607,190,0.3,5,0.4
20150608,97,0.1,0,0.2
20150609,338,1.4,57,1
20150610,23,1.8,50,0.9
20150611,94,1.1,20,0.7
20150612,316,0.6,87,0.5
20150624,321,0.1,16,0.2
20150625,59,1.4,58,0.5
20150626,328,0.6,17,0.4
20150627,120,2.7,13,0.7
20150628,330,0.1,26,0.3
20150629,120,0.3,40,0.4
20150630,275,0.5,28,0.4
20150701,0,0,2,0.1
20150702,117,1.1,9,0.4
20150703,38,1.4,27,1.2
20150704,346,0.5,32,0.5
20150705,360,0.4,37,0.4
20150706,199,1.1,72,0.9
20150707,103,0.3,22,0.4
20150708,106,0.9,73,0.6
20150709,0,0,29,0.1
20150710,286,0.7,37,0.4
20150711,0,0,3,0.1
20150712,0,0,2,0
20150713,0,0,5,0.1
20150714,268,0.3,32,0.4
20150715,84,1.1,32,0.7
20150716,128,0.5,41,0.5
20150717,142,0.2,23,0.3
20150718,334,0.2,32,0.4
20150719,148,1.1,58,0.7
20150720,313,0.1,28,0.2
20150721,332,0.1,6,0.2
20150722,286,0.1,0,0.3
20150723,320,0.4,29,0.4
20150724,124,1.5,34,1
20150725,0,0,6,0
20150726,43,4.8,22,1.7
20150727,209,0.1,27,0.3
20150728,109,0.5,31,0.5
20150729,0,0,3,0.1
20150730,340,0.4,15,0.3
20150731,307,0.1,9,0.2
20150801,55,0.1,33,0.3
20150802,125,0.4,50,0.4
20150803,36,4.9,21,1.4
20150804,39,4.8,22,1.5
20150805,322,0.7,25,0.5
20150806,328,0.3,11,0.4
20150807,96,1.4,36,0.7
20150808,323,0.5,27,0.5
20150809,0,0,12,0.1
20150810,294,0.2,27,0.3
20150811,0,0,8,0.1
20150812,303,0.1,15,0.2
20150813,325,0.2,28,0.3
20150814,85,1,24,0.7
20150815,317,0.3,27,0.4
20150816,119,0.9,30,0.8
20150817,300,0.1,4,0.2
20150818,51,1,53,0.7
20150819,148,1.6,18,0.8
20150820,137,0.1,35,0.2
20150821,295,0.2,16,0.2
20150822,68,0.5,64,0.5
20150823,331,0.3,20,0.3
20150824,72,1.3,46,0.7
20150825,186,0.3,55,0.4
20150826,284,0.1,28,0.3
20150827,144,1.4,16,0.5
20150828,8,0.3,47,0.4
20150829,29,1.3,38,0.7
20150830,160,0.5,44,0.5
20150831,111,1.5,17,0.7
20150901,175,1,56,0.6
20150902,305,0.7,16,0.5
20150903,213,0.5,29,0.5
20150904,350,0.5,43,0.5
20150905,325,0.9,17,0.6
20150906,168,0.6,69,0.6
20150907,339,0.8,19,0.4
20150908,38,0.4,64,0.3
20150909,114,0.8,17,0.4
20150910,4,0.7,30,0.5
20150911,45,0.5,54,0.5
20150912,3,0.9,42,0.6
20150913,325,0.3,22,0.3
20150914,298,0.3,18,0.3
20150915,332,0.5,24,0.5
20150916,35,0.5,53,0.4
20150917,315,0.6,30,0.5
20150918,192,1.7,35,1
20150919,163,1.5,30,0.7
20150920,170,3,30,0.9
20150921,354,0.3,33,0.4
20150922,343,0.7,43,0.6
20150923,300,0.3,44,0.3
20150924,217,1.6,43,0.8
20150925,330,0.5,28,0.4
20150926,140,0.6,65,0.6
20150927,106,1.3,17,0.6
20150928,80,0.3,49,0.3
20150929,167,1.1,33,0.5
20150930,316,0.7,25,0.4
20151001,307,0.6,57,0.5
20151002,310,1.3,32,0.6
20151003,296,0.3,52,0.4
20151004,62,2.4,26,0.8
20151005,346,0.7,58,0.6
20151006,11,0.1,28,0.2
20151007,352,0.9,31,0.4
20151008,171,1.2,31,0.6
20151009,324,0.2,32,0.3
20151010,239,0.3,52,0.4
20151011,264,0.7,41,0.4
20151012,340,1,19,0.5
20151013,160,3.3,28,1
20151014,308,0.5,26,0.4
20151015,174,1.3,59,0.9
20151016,329,1,39,0.7
20151017,101,1.2,56,0.4
20151018,45,2.9,52,1.5
20151019,233,0.9,42,0.6
20151020,16,0.5,86,0.3
20151021,2,1,49,0.5
20151022,40,0.4,30,0.4
20151023,317,0.6,39,0.4
20151024,205,0.9,82,0.7
20151025,118,1,20,0.4
20151026,306,0.7,34,0.5
20151027,286,0.6,70,0.4
20151028,27,1.4,28,0.6
20151029,222,0.6,38,0.4
20151030,171,0.6,35,0.4
20151031,116,1.7,15,0.5
20151101,324,0.6,22,0.3
20151102,197,1.1,38,0.4
20151103,44,3.6,26,1.3
20151104,218,1.4,30,0.7
20151105,328,0.9,40,0.4
20151106,106,1.3,26,0.5
20151107,312,0.6,48,0.4
20151108,308,1,82,0.8
20151109,257,1,32,0.5
20151110,156,0.6,38,0.4
20151111,230,0.9,37,0.4
20151112,200,1.1,66,0.6
20151113,340,0.9,42,0.6
20151114,307,0.6,25,0.5
20151115,264,0.2,67,0.3
20151116,77,1.1,65,0.5
20151117,4,0.4,82,0.3
20151118,342,0.7,33,0.5
20151119,348,1.1,32,0.5
20151120,46,4.1,21,1.3
20151121,324,0.6,41,0.4
20151122,315,1.4,34,0.5
20151123,286,0.6,42,0.4
20151124,317,1.1,45,0.5
20151125,267,0.8,79,0.4
20151126,27,1,63,0.6
20151127,49,5.6,23,1.8
20151128,308,1.7,24,0.7
20151129,298,0.7,64,0.4
20151130,292,0.8,47,0.3
20151201,309,1.2,26,0.4
20151202,35,2.9,24,1
20151203,44,3.2,26,1.2
20151204,70,0.4,72,0.3
20151205,347,0.9,25,0.4
20151206,154,2.3,20,0.6
20151207,187,1.3,42,0.6
20151208,160,1.2,30,0.6
20151209,59,1.2,51,0.5
20151210,284,0.8,42,0.5
20151211,348,1.3,35,0.5
20151212,256,0.5,50,0.4
20151213,158,1.5,42,1.1
20151214,330,1.2,26,0.5
20151215,325,1.3,26,0.5
20151216,247,1.2,45,0.5
20151217,250,0.5,67,0.3
20151218,319,0.9,31,0.4
20151219,137,0.8,69,0.5
20151220,285,0.5,28,0.3
20151221,329,0.6,72,0.3
20151222,199,1.8,29,0.8
20151223,288,0.8,63,0.4
20151224,343,1.1,45,0.4
20151225,36,0.8,82,0.4
20151226,325,1.4,34,0.5
20151227,324,0.7,43,0.4
20151228,304,0.7,73,0.3
20151229,90,1,62,0.4
20151230,219,1,87,0.6
20151231,65,0.7,79,0.3
20160101,334,1,28,0.5
20160102,324,1.2,27,0.4
20160103,335,0.9,65,0.7
20160104,178,1.4,55,0.6
20160105,330,0.6,44,0.4
20160106,318,0.8,50,0.5
20160107,321,0.7,40,0.5
20160108,38,4.7,28,1.7
20160109,329,1,28,0.4
20160110,307,1.2,28,0.6
20160111,92,1.2,56,0.4
20160112,202,1.1,35,0.6
20160113,336,1.1,28,0.3
20160114,29,2,33,1
20160115,44,2.1,32,1.2
20160116,224,1,34,0.6
20160117,336,0.3,74,0.3
20160118,209,1.5,28,0.6
20160119,306,1,30,0.5
20160120,347,1.4,27,0.6
20160121,208,0.8,29,0.4
20160122,1,0.8,36,0.4
20160123,320,1.4,37,0.7
20160124,35,2.9,25,1
20160125,98,1.1,46,0.6
20160126,50,2.8,23,1
20160127,169,0.4,46,0.3
20160128,204,0.4,49,0.3
20160129,22,1.6,30,0.6
20160130,247,0.6,72,0.4
20160131,119,0.6,56,0.4
20160201,322,0.5,54,0.3
20160202,332,0.8,61,0.4
20160203,347,0.5,48,0.3
20160204,345,0.6,76,0.3
20160205,310,0.4,40,0.2
20160206,111,2.3,30,0.8
20160207,6,0.3,63,0.2
20160208,109,1.1,18,0.4
20160209,242,0.7,24,0.3
20160210,352,0.6,65,0.3
20160211,30,0.7,60,0.5
20160212,145,1.9,28,0.8
20160213,30,0.8,59,0.6
20160214,119,1.7,18,0.6
20160215,124,1.3,70,0.8
20160216,45,1.2,76,0.6
20160217,31,3.7,30,1.5
20160218,281,0.7,61,0.5
20160219,26,1.3,57,0.7
20160220,259,0.6,59,0.4
20160221,348,0.6,39,0.3
20160222,130,1.4,19,0.6
20160223,289,0.7,31,0.3
20160224,332,0.5,85,0.4
20160225,21,0.6,56,0.4
20160226,123,0.8,52,0.3
20160227,346,1.2,40,0.8
20160228,123,1.6,24,0.5
20160229,78,0.5,54,0.3
20160301,324,0.2,58,0.2
20160302,333,0.4,53,0.3
20160303,275,0.5,13,0.2
20160304,144,0.6,81,0.3
20160305,301,0.7,76,0.3
20160306,340,0.9,76,0.6
20160307,339,0.6,26,0.3
20160308,196,1.2,35,0.6
20160309,298,0.8,42,0.4
20160310,52,1,52,0.6
20160311,119,2.6,14,0.8
20160312,46,0.9,78,0.5
20160313,0,0,7,0.1
20160314,119,1.6,16,0.5
20160315,358,0.5,78,0.3
20160316,211,1.6,33,0.7
20160317,130,0.8,20,0.4
20160318,1,0.5,52,0.3
20160319,230,0.6,36,0.4
20160320,49,1.6,24,0.6
20160321,102,0.7,63,0.5
20160322,334,0.5,49,0.3
20160323,14,0.3,62,0.3
20160324,262,1,71,0.4
20160325,137,1.3,47,0.5
20160326,208,0.5,24,0.4
20160327,262,0.4,81,0.3
20160328,257,0.4,62,0.4
20160329,326,0.5,23,0.3
20160330,267,0.5,34,0.3
20160331,42,0.6,71,0.3
20160401,169,0.8,68,0.4
